company,cik,city,zip,entity_type,incorporated,young_company,industry,revenue_range,first_sale_date,filing_date,is_amendment,total_offering,amount_sold,num_investors,equity,debt,exemptions,related_people,file_num,accession,filing_url
"Imunon, Inc.",749647,Lawrenceville,08648,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2024-08-01,2024-08-16,False,10000000.0,10000000.0,4,True,False,06b,Frederick Fritz (Director); Donald Braun (Director); David Gaiero (Executive Officer); James Dentzer (Director); Michael Tardugno (Executive Officer); Khursheed Anwer (Executive Officer); Christine Pellizzari (Director); Stacy Lindborg (Executive Officer/Director),021-521729,0001493152-24-032752,https://www.sec.gov/Archives/edgar/data/749647/000149315224032752/
"Imunon, Inc.",749647,Lawrenceville,08648,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2025-05-27,2025-05-28,False,3250001.0,3250001.0,3,True,False,06b,David Gaiero (Executive Officer); James Dentzer (Director); Donald Braun (Director); Michael Tardugno (Executive Officer/Director); Frederick Fritz (Director); Stacy Lindborg (Executive Officer/Director); Christine Pellizzari (Director); Douglas Faller (Executive Officer); Susan Eylward (Executive Officer); Khursheed Anwer (Executive Officer),021-547406,0001641172-25-012694,https://www.sec.gov/Archives/edgar/data/749647/000164117225012694/
"InSite Health, Inc.",2012080,Marlton,08053,Corporation,2022,True,Other Health Care,Decline to Disclose,2022-05-27,2024-02-21,False,2947955.0,2947955.0,21,False,False,06b,Christopher Gaeta (Executive Officer/Director); Stephen Klasko (Director); Andrew Zalasin (Director); Mark Gaeta (Director),021-505685,0002012080-24-000001,https://www.sec.gov/Archives/edgar/data/2012080/000201208024000001/
Indigo Project LLC,2123905,Wall,07719,Limited Liability Company,2024,True,Other,Decline to Disclose,2025-11-24,2026-03-25,False,300000.0,300000.0,1,True,False,06b,Arleigh Banner (Executive Officer),021-577570,0002123905-26-000001,https://www.sec.gov/Archives/edgar/data/2123905/000212390526000001/
"Initrade, Inc.",1983107,Maplewood,07040,Corporation,2023,True,Other Technology,Decline to Disclose,,2023-07-13,False,500000.0,0.0,0,False,False,06b,Michael Steiner (Executive Officer),021-486742,0001983107-23-000002,https://www.sec.gov/Archives/edgar/data/1983107/000198310723000002/
"Inlet Media, Inc.",1820588,Union City,07087,Corporation,2020,True,Other Technology,Decline to Disclose,2021-03-25,2021-04-08,False,175000.0,50275.0,6,True,False,04,Brian Egan (Executive Officer/Director); Thomas Mullarney (Executive Officer); Patrick Cedrowski (Executive Officer/Director),021-395100,0001820588-21-000001,https://www.sec.gov/Archives/edgar/data/1820588/000182058821000001/
Innovation1 Biotech Inc.,1629205,Rockaway,07866,Corporation,overFiveYears,False,Other,Decline to Disclose,2023-04-13,2023-04-24,False,280000.0,186666.0,2,False,True,06b,Frederick Pierce (Executive Officer/Director),021-479752,0001477932-23-002806,https://www.sec.gov/Archives/edgar/data/1629205/000147793223002806/
Inspirit Group INc,1978692,Holmdel,07733,Corporation,2021,True,Other Technology,"$1,000,001 - $5,000,000",2023-05-09,2023-05-23,False,,795355.0,91,True,False,06b,Kevin Kilcullen (Director); James Courter (Director); Herbert Stern (Director); William Bartzak (Director); Robert Druskin (Director); Sharlee Jeter (Director); Charles Mays III (Executive Officer/Director),021-482368,0001978692-23-000002,https://www.sec.gov/Archives/edgar/data/1978692/000197869223000002/
"Insync Innovatons, inc.",1864739,Bergenfield,07621,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2021-05-03,2021-06-10,False,800000.0,100000.0,1,True,False,06b,Michael Licameli (Executive Officer/Director),021-402452,0001864739-21-000001,https://www.sec.gov/Archives/edgar/data/1864739/000186473921000001/
Integra Network Solutions LLC,1900863,Parsippany,07054,Limited Liability Company,2020,True,Other Technology,Decline to Disclose,2021-12-22,2022-04-13,True,1100000.0,915000.0,9,False,False,06b,Philip Ziegler (Director/Promoter); Dennis Specht (Director/Promoter),021-426325,0001900863-22-000001,https://www.sec.gov/Archives/edgar/data/1900863/000190086322000001/
"Integral Urgent Care Epsilon, LLC",1886402,South Plainfield,07080,Limited Liability Company,2021,True,Other Health Care,Decline to Disclose,2021-10-18,2021-10-25,False,2100000.0,2067500.0,20,True,False,06b,Albert Saad (Executive Officer/Director/Promoter),021-418314,0001886402-21-000001,https://www.sec.gov/Archives/edgar/data/1886402/000188640221000001/
"Integral Urgent Care Epsilon, LLC",1886402,South Plainfield,07080,Limited Liability Company,2021,True,Other Health Care,Decline to Disclose,2025-09-30,2025-10-10,False,500000.0,365000.0,6,False,True,06b,Albert Saad (Executive Officer/Director/Promoter),021-560462,0001886402-25-000002,https://www.sec.gov/Archives/edgar/data/1886402/000188640225000002/
"Integral Urgent Care Zeta, LLC",1886400,South Plainfield,07080,Limited Liability Company,2021,True,Other Health Care,Decline to Disclose,2021-10-18,2021-10-25,False,2100000.0,2067500.0,20,True,False,06b,Albert Saad (Executive Officer/Director/Promoter),021-418313,0001886400-21-000001,https://www.sec.gov/Archives/edgar/data/1886400/000188640021000001/
"Integral Urgent Care Zeta, LLC",1886400,South Plainfield,07080,Limited Liability Company,2021,True,Other Health Care,Decline to Disclose,2025-09-30,2025-10-10,False,500000.0,365000.0,6,False,True,06b,Albert Saad (Executive Officer/Director/Promoter),021-560465,0001886400-25-000002,https://www.sec.gov/Archives/edgar/data/1886400/000188640025000002/
"IntelliSite Holdings, LLC",1811022,Teaneck,07666,Limited Liability Company,2020,True,Other,Decline to Disclose,2020-12-11,2021-01-07,False,15470000.0,15470000.0,14,True,False,06b,Kenneth Mills (Executive Officer); Mario Campos (Executive Officer); Jorge Campos (Executive Officer); Keith Pennell (Executive Officer); Ke Ding (Executive Officer); Bradley Almond (Director),021-385453,0001811022-21-000001,https://www.sec.gov/Archives/edgar/data/1811022/000181102221000001/
Intellibusiness Inc.,1996047,Plainsboro,08536,Corporation,overFiveYears,False,Other,Decline to Disclose,2023-01-01,2023-12-20,False,752791.0,752791.0,16,True,False,06b,Anjaneyulu Marempudi (Executive Officer),021-500284,0001996047-23-000001,https://www.sec.gov/Archives/edgar/data/1996047/000199604723000001/
"Interstate Waste Services, Inc.",1802041,Teaneck,07666,Corporation,2020,True,Other,Decline to Disclose,2021-04-06,2022-05-24,True,40000000.0,20000000.0,9,True,False,06b,Marc Sulam (Director); Jack Perko (Executive Officer); Brian D'Amico (Executive Officer/Director); Brian Michaud (Director); John Spegal (Director); Will McDavid (Director); Michael DiBella (Executive Officer/Director); Brian Giambagno (Executive Officer); Ross Gatlin (Director),021-396609,0001802041-22-000002,https://www.sec.gov/Archives/edgar/data/1802041/000180204122000002/
"Interstate Waste Services, Inc.",1802041,Teaneck,07666,Corporation,2020,True,Other,Decline to Disclose,2022-05-10,2022-05-24,False,25000000.0,25000000.0,7,True,False,06b,Brian D'Amico (Executive Officer/Director); Brian Michaud (Director); Jack Perko (Executive Officer); Michael DiBella (Executive Officer/Director); Will McDavid (Director); Brian Giambagno (Executive Officer); Ross Gatlin (Director); John Spegal (Director); Marc Sulam (Director),021-446854,0001802041-22-000003,https://www.sec.gov/Archives/edgar/data/1802041/000180204122000003/
InvestEdge Title LLC,1942143,Metuchen,09940,Limited Liability Company,2021,True,Other,Decline to Disclose,,2022-08-10,False,20000.0,0.0,0,True,False,06b,Brian Teel (Director),021-455579,0001942143-22-000001,https://www.sec.gov/Archives/edgar/data/1942143/000194214322000001/
IoTecha Corp,1675099,Cranbury,08512,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2020-12-22,2021-06-22,False,5663001.0,5217972.0,19,True,False,06b,Oleg Logvinov (Executive Officer/Director); WY Lin (Director); Michael Macaluso (Director); Maciej Kranz (Director); Shannon O'Donnell (Director); Jean Lasserre (Director); Ruben Sklar (Executive Officer),021-403681,0001675099-21-000001,https://www.sec.gov/Archives/edgar/data/1675099/000167509921000001/
IoTecha Corp,1675099,Cranbury,08512,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2021-05-26,2021-06-22,False,15999997.0,12217953.0,1,True,False,06b,Michael Macaluso (Director); Jean Lasserre (Director); Oleg Logvinov (Executive Officer/Director); Maciej Kranz (Director); Shaun Healey (Director); WY Lin (Director); Ruben Sklar (Executive Officer/Director); Shannon O'Donnell (Director),021-403682,0001675099-21-000002,https://www.sec.gov/Archives/edgar/data/1675099/000167509921000002/
Ironlight Group Inc.,1960430,Basking Ridge,07920,Corporation,2022,True,Other Technology,Decline to Disclose,2022-12-28,2023-09-20,True,29999997.0,8319948.0,27,True,False,06b,Jake Moilanen (Executive Officer); Vivian Maese Bannon (Executive Officer/Director); Robert McGrath (Executive Officer/Director); Matthew Celebuski (Executive Officer/Director),021-475137,0001567619-23-007241,https://www.sec.gov/Archives/edgar/data/1960430/000156761923007241/
Ironwood Ventures LLC,2008537,Bloomfield,07003,Limited Liability Company,2023,True,Retailing,Decline to Disclose,2023-12-18,2024-01-18,False,1700001.0,1700001.0,13,True,False,06b,John Cornelius (Executive Officer); Holdings LLC Back Nine (Executive Officer),021-502808,0002008537-24-000001,https://www.sec.gov/Archives/edgar/data/2008537/000200853724000001/
Ironwood Ventures LLC,2008537,Bloomfield,07003,Limited Liability Company,2023,True,Retailing,Decline to Disclose,2025-07-24,2025-07-30,False,1570000.0,1570000.0,18,True,False,06b,John Cornelius (Executive Officer); Holdings LLC Back Nine (Executive Officer),021-553159,0002008537-25-000002,https://www.sec.gov/Archives/edgar/data/2008537/000200853725000002/
"JACKSON ROSE VENTURE I, LLC",1884802,Seaside Park,08752,Limited Liability Company,2021,True,Other,Decline to Disclose,2021-10-19,2023-08-30,True,100000000.0,11865000.0,84,True,False,06b,Kevin Derosa (Executive Officer),021-419413,0001493152-23-030640,https://www.sec.gov/Archives/edgar/data/1884802/000149315223030640/
JOURNEY STRATEGIC WEALTH LLC,1909316,Summit,07901,Limited Liability Company,2021,True,Other Banking and Financial Services,Decline to Disclose,2023-06-01,2023-06-15,False,4000000.0,4000000.0,1,True,True,06b,Michael Brown (Executive Officer/Director); Damian Lo Basso (Director); Charles Britton (Director); Brian Flynn (Director); Penny Phillips (Director),021-484324,0001909316-23-000002,https://www.sec.gov/Archives/edgar/data/1909316/000190931623000002/
Jackson Rose Venture II LLC - Series E,2041103,Seaside Park,08752,Limited Liability Company,2024,True,Other,Decline to Disclose,2024-11-13,2024-11-20,False,80213000.0,2945000.0,18,True,False,06b,Kevin DeRosa (Executive Officer),021-529979,0002041103-24-000001,https://www.sec.gov/Archives/edgar/data/2041103/000204110324000001/
"Jackson Rose Venture II, LLC",2006461,Seaside Park,08752,Limited Liability Company,2023,True,Other,Decline to Disclose,2023-12-21,2024-11-22,True,100000000.0,23785000.0,98,True,False,06b,Kevin DeRosa (Executive Officer),021-501636,0002006461-24-000004,https://www.sec.gov/Archives/edgar/data/2006461/000200646124000004/
Jersey Extraction Lab LLC,2017160,Bridgewater,08807,Limited Liability Company,2021,True,Manufacturing,Decline to Disclose,,2024-04-01,False,1100000.0,0.0,0,False,True,"04, 06c, 4a5",Joseph Payack (Director); Paige Payack (Director); AJ Payack (Director); Ian Kessler (Director); Michael Colbert (Director); Heather Colbert (Director),021-509188,0001214659-24-005731,https://www.sec.gov/Archives/edgar/data/2017160/000121465924005731/
Jersey Mike's Management Aggregator LLC,2070994,Manasquan,08736,Limited Liability Company,2025,True,Restaurants,Decline to Disclose,,2025-07-22,False,,0.0,0,True,False,06b,Charles Morrison (Executive Officer); Walter Tombs (Executive Officer),021-552469,0002070994-25-000002,https://www.sec.gov/Archives/edgar/data/2070994/000207099425000002/
Jersey Shore Spirits Inc,1968726,Jackson,08527,Corporation,2022,True,Other,No Revenues,2023-02-23,2023-03-09,False,1000000.0,200000.0,8,True,False,04,Charles Ricciardi (Executive Officer),021-475341,0001968726-23-000001,https://www.sec.gov/Archives/edgar/data/1968726/000196872623000001/
"JogoHealth, Inc.",1777982,Bridgewater,08807,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2021-07-31,2021-08-30,False,2600000.0,1400000.0,4,True,False,06b,Sanjai Murali (Executive Officer),021-411733,0001209191-21-053871,https://www.sec.gov/Archives/edgar/data/1777982/000120919121053871/
"JogoHealth, Inc.",1777982,Bridgewater,08807,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2023-07-28,2023-08-25,False,7885622.0,3297299.0,48,True,False,06b,Siva Nadarajah (Executive Officer/Director); Ari Bousbib (Director); Sanjai Murali (Executive Officer/Director),021-490672,0001777982-23-000003,https://www.sec.gov/Archives/edgar/data/1777982/000177798223000003/
"JogoHealth, Inc.",1777982,Bridgewater,08807,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2024-10-09,2024-11-04,False,2293056.0,75000.0,2,True,False,06c,Sanjai Murali (Executive Officer/Director); Siva Nadarajah (Executive Officer/Director); Ari Bousbib (Director),021-528590,0001777982-24-000002,https://www.sec.gov/Archives/edgar/data/1777982/000177798224000002/
"JogoHealth, Inc.",1777982,Bridgewater,08807,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2025-06-10,2025-07-25,False,5000000.0,2100000.0,2,True,False,06b,Sanjai Murali (Executive Officer/Director); Siva Nadarajah (Executive Officer/Director); Ari Bousbib (Director),021-552783,0001777982-25-000006,https://www.sec.gov/Archives/edgar/data/1777982/000177798225000006/
K-9 Holdings LLC,1852076,Fanwood,07023,Limited Liability Company,2016,True,Other,Decline to Disclose,2021-03-09,2021-03-19,False,3500000.0,2000000.0,1,True,False,06b,Jason Parker (Executive Officer/Director); Steven Parker (Executive Officer/Director); William Stewart (Director); Bernard Markey (Director); Steven Beagelman (Director),021-392850,0001852076-21-000001,https://www.sec.gov/Archives/edgar/data/1852076/000185207621000001/
K-9 Holdings LLC,1852076,Fanwood,07023,Limited Liability Company,overFiveYears,False,Other,Decline to Disclose,2024-02-29,2024-03-15,False,10000000.0,10000000.0,1,True,False,06b,William Stewart (Director); Philip Nisbet (Director); Jason Parker (Executive Officer/Director); Steven Beagelman (Director); Bernard Markey (Director); Steven Parker (Executive Officer/Director),021-507719,0001852076-24-000001,https://www.sec.gov/Archives/edgar/data/1852076/000185207624000001/
K-9 Holdings LLC,1852076,Berkeley Heights,07922,Limited Liability Company,overFiveYears,False,Other,Decline to Disclose,2025-04-22,2025-05-02,False,6000000.0,4871184.0,3,True,False,06b,Steven Parker (Executive Officer/Director); Steven Beagelman (Director); Bernard Markey (Director); Philip Nisbet (Director); William Stewart (Director); Jason Parker (Executive Officer/Director); Scott Troeller (Director),021-545103,0001852076-25-000002,https://www.sec.gov/Archives/edgar/data/1852076/000185207625000002/
"K1X, Inc.",1994776,Morristown,07960,Corporation,2022,True,Other,Decline to Disclose,2024-09-06,2024-09-10,False,,11019264.0,1,False,False,06b,John LaMancuso (Executive Officer),021-523603,0001994776-24-000001,https://www.sec.gov/Archives/edgar/data/1994776/000199477624000001/
KABR Jamaica SPE LLC,1925752,Ridgefield Park,07660,Limited Liability Company,2021,True,Other,Decline to Disclose,2022-05-18,2022-07-28,False,14725000.0,0.0,0,True,False,06b,Altman Adam (Executive Officer),021-454021,0001925752-22-000001,https://www.sec.gov/Archives/edgar/data/1925752/000192575222000001/
KAI GROUP HOLDINGS INC,1734247,Ship Bottom,08008,Corporation,2017,True,Other Technology,Decline to Disclose,2021-04-02,2021-04-16,False,6700000.0,6700000.0,44,True,False,06b,AnneMarie Zeni (Executive Officer); William Bartzak (Executive Officer/Director); Jay Stead (Director); Jonathan Clemente (Executive Officer); Jerre Stead (Director); Robert Druskin (Director); George Eleftheriades (Executive Officer),021-396235,0001734247-21-000002,https://www.sec.gov/Archives/edgar/data/1734247/000173424721000002/
"Kaffea-X, Inc.",2059471,Randolph,07869,Corporation,2025,True,Other Technology,Decline to Disclose,2025-02-24,2025-12-03,True,4000000.0,1950000.0,11,False,False,06b,Fabien LeFebvre (Director); Paulo Peres (Executive Officer/Director); Michael Christ (Director); Mohan Verma (Executive Officer/Director); Sebastian Thurner (Director); Emmanuel Monahogios (Executive Officer/Director); Amol Sahasrabudhe (Director); Joao Paulo Cruz Lopes Miranda (Executive Officer/Director); Jorge Vera Mera (Executive Officer); Athanassios Diplas (Director); Severino Renna (Director); Joseph Willing (Executive Officer/Director); Mary Johannes (Executive Officer/Director),021-540229,0002059471-25-000004,https://www.sec.gov/Archives/edgar/data/2059471/000205947125000004/
